FID,START_X,START_Y,END_X,END_Y
1,347.171875,374.04999,640.5881958,253.099610001
2,29.5026855,300.724610001,96.3599853,514.82739
3,565.3748779,425.34161,483.6184692,315.40698
4,386.0808105,33.3621800002,440.585083,275.191830001
5,505.6726684,309.05859,576.0520019,405.367190001
